X,Y,Incident_ID,Agency,Offense,Street,City,State,Zipcode,Date_of_Report,Date_of_Occurrence,Date_Found,Reported_As,Premise_Description,Forcible,Weapon_Description,Victim_Age,Victim_Race,Victim_Gender,Latitude,Longitude,ObjectId
-8800377.15,4288708.993,116347,CHPD,OPEN CONTAINER OF MALT BEVERAGE,118 E FRANKLIN ST,CHAPEL HILL,NC,27514,2015/09/07 23:52:00+00,2015/09/07 23:52:00+00,2015/09/07 23:52:00+00,MISC OFFICER IN,HIGHWAY/ROAD/STREET  ETC.,N,<Null>,<Null>,<Null>,<Null>,35.913379,-79.055133,40823
-8800443.051,4288675.73,116346,CHPD,OPEN CONTAINER OF MALT BEVERAGE,100 E FRANKLIN ST,CHAPEL HILL,NC,27514,2015/09/07 23:35:00+00,2015/09/07 23:35:00+00,2015/09/07 23:35:00+00,MISC OFFICER IN,HIGHWAY/ROAD/STREET  ETC.,N,<Null>,<Null>,<Null>,<Null>,35.913137,-79.055725,40964
-8800253.919,4288767.408,118948,CHPD,OPEN CONTAINER,150 E FRANKLIN ST,CHAPEL HILL,NC,27514,2015/11/07 11:01:00+00,2015/11/07 11:01:00+00,2015/11/07 11:01:00+00,MISC OFFICER IN,HIGHWAY/ROAD/STREET  ETC.,N,<Null>,<Null>,<Null>,<Null>,35.913804,-79.054026,41388
-8800929.963,4288452.381,118474,CHPD,OPEN CONTAINER,310 W FRANKLIN ST,CHAPEL HILL,NC,27516,2015/10/26 23:54:00+00,2015/10/26 23:53:00+00,2015/10/26 23:53:00+00,MISC OFFICER IN,PARKING LOT/AREA,N,<Null>,<Null>,<Null>,<Null>,35.911512,-79.060099,41800
-8800941.429,4289049.593,121957,CHPD,OPEN CONTAINER OF MALT BEVERAGE,416 CHURCH ST/MCDADE ST,CHAPEL HILL,NC,27516,2016/01/16 22:39:00+00,2016/01/16 22:39:00+00,2016/01/16 22:39:00+00,MISC OFFICER IN,HIGHWAY/ROAD/STREET  ETC.,N,<Null>,<Null>,<Null>,<Null>,35.915857,-79.060202,42020
-8800575.633,4288620.889,122241,CHPD,OPEN CONTAINER,120 W FRANKLIN ST,CHAPEL HILL,NC,27516,2016/01/25 12:21:00+00,2016/01/25 12:21:00+00,2016/01/25 12:21:00+00,DISTURBANCE/NUI,PARKING LOT/AREA,N,<Null>,<Null>,<Null>,<Null>,35.912738,-79.056916,42128
-8800272.732,4288912.005,120383,CHPD,OPEN CONTAINER OF MALT BEVERAGE,150 E ROSEMARY ST,CHAPEL HILL,NC,27514,2015/12/09 20:46:00+00,2015/12/09 20:46:00+00,2015/12/09 20:46:00+00,SUSPICIOUS/WANT,BEHIND BUILDING/ALLEY,N,<Null>,<Null>,<Null>,<Null>,35.914856,-79.054195,42522
-8800498.822,4288808.368,121122,CHPD,OPEN CONTAINER,N COLUMBIA ST/E ROSEMARY ST,CHAPEL HILL,NC,27514,2015/12/31 03:42:00+00,2015/12/31 03:41:00+00,2015/12/31 03:41:00+00,MISC OFFICER IN,HIGHWAY/ROAD/STREET  ETC.,N,<Null>,<Null>,<Null>,<Null>,35.914102,-79.056226,42658
-8800395.963,4288637.932,120518,CHPD,OPEN CONTAINER,100.  E FRANKLIN ST,CHAPEL HILL,NC,27514,2015/12/13 02:21:00+00,2015/12/13 02:20:00+00,2015/12/13 02:20:00+00,MISC OFFICER IN,HIGHWAY/ROAD/STREET  ETC.,N,<Null>,<Null>,<Null>,<Null>,35.912862,-79.055302,42948
-8800611.366,4288603.846,124664,CHPD,OPEN CONTAINER,126 W FRANKLIN ST,CHAPEL HILL,NC,27516,2016/03/10 21:41:00+00,2016/03/10 21:40:00+00,2016/03/10 21:41:00+00,MISC OFFICER IN,HIGHWAY/ROAD/STREET  ETC.,N,<Null>,<Null>,<Null>,<Null>,35.912614,-79.057237,43338
-8800982.172,4288427.229,125024,CHPD,OPEN CONTAINER OF MALT BEVERAGE,318 W FRANKLIN ST,CHAPEL HILL,NC,27516,2016/03/17 22:03:00+00,2016/03/17 22:03:00+00,2016/03/17 22:03:00+00,MISC OFFICER IN,HIGHWAY/ROAD/STREET  ETC.,<Null>,<Null>,<Null>,<Null>,<Null>,35.911329,-79.060568,44290
-8800297.223,4288746.791,126378,CHPD,OPEN CONTAINER OF MALT BEVERAGE,140 E FRANKLIN ST,CHAPEL HILL,NC,27514,2016/04/14 19:55:00+00,2016/04/14 19:55:00+00,2016/04/14 19:55:00+00,MISC OFFICER IN,HIGHWAY/ROAD/STREET  ETC.,N,<Null>,<Null>,<Null>,<Null>,35.913654,-79.054415,44855
-8800483.572,4288607.007,126826,CHPD,OPEN CONTAINER OF MALT BEVERAGE,100  N COLUMBIA ST,CHAPEL HILL,NC,27514,2016/04/23 17:56:00+00,2016/04/23 17:55:00+00,2016/04/23 17:56:00+00,MISC OFFICER IN,HIGHWAY/ROAD/STREET  ETC.,N,<Null>,<Null>,<Null>,<Null>,35.912637,-79.056089,45117
-8800735.042,4288491.827,126774,CHPD,OPEN CONTAINER OF MALT BEVERAGE,179 LOT 2,CHAPEL HILL,NC,27514,2016/04/22 19:45:00+00,2016/04/22 19:44:00+00,2016/04/22 19:45:00+00,MISC OFFICER IN,PARKING LOT/AREA,N,<Null>,<Null>,<Null>,<Null>,35.911799,-79.058348,45172
-8800929.963,4288452.381,127749,CHPD,OPEN CONTAINER,310 W FRANKLIN ST,CHAPEL HILL,NC,27516,2016/05/12 01:46:00+00,2016/05/12 01:46:00+00,2016/05/12 01:46:00+00,MISC OFFICER IN,HIGHWAY/ROAD/STREET  ETC.,N,<Null>,<Null>,<Null>,<Null>,35.911512,-79.060099,45215
-8800413.774,4288690.712,127620,CHPD,OPEN CONTAINER,108 E FRANKLIN ST,CHAPEL HILL,NC,27514,2016/05/09 11:48:00+00,2016/05/09 11:48:00+00,2016/05/09 11:48:00+00,MISC OFFICER IN,HIGHWAY/ROAD/STREET  ETC.,N,<Null>,<Null>,<Null>,<Null>,35.913246,-79.055462,45660
-8801090.485,4288522.065,127845,CHPD,OPEN CONTAINER OF MALT BEVERAGE,333 W ROSEMARY ST,CHAPEL HILL,NC,27516,2016/05/14 14:01:00+00,2016/05/14 14:01:00+00,2016/05/14 14:01:00+00,MISC OFFICER IN,BEHIND BUILDING/ALLEY,N,<Null>,<Null>,<Null>,<Null>,35.912019,-79.061541,45715
-8800483.572,4288607.007,127847,CHPD,OPEN CONTAINER OF MALT BEVERAGE,100  N. COLUMBIA ST,CHAPEL HILL,<Null>,27514,2016/05/14 14:57:00+00,2016/05/14 14:57:00+00,2016/05/14 14:57:00+00,MISC OFFICER IN,HIGHWAY/ROAD/STREET  ETC.,N,<Null>,<Null>,<Null>,<Null>,35.912637,-79.056089,45747
-8800441.27,4288680.678,126952,CHPD,OPEN CONTAINER OF MALT BEVERAGE,100 N COLUMBIA ST/E FRANKLIN ST,CHAPEL HILL,NC,27514,2016/04/25 17:42:00+00,2016/04/25 17:42:00+00,2016/04/25 17:42:00+00,MISC OFFICER IN,AIR/BUS/TRAIN TERMINAL,<Null>,<Null>,<Null>,<Null>,<Null>,35.913173,-79.055709,45867
-8800998.647,4288501.861,130232,CHPD,OPEN CONTAINER,310 W FRANKLIN ST,CHAPEL HILL,NC,27516,2016/07/07 14:56:00+00,2016/07/07 14:56:00+00,2016/07/07 14:56:00+00,MISC OFFICER IN,HIGHWAY/ROAD/STREET  ETC.,N,<Null>,<Null>,<Null>,<Null>,35.911872,-79.060716,46039
-8800888.441,4289578.521,128782,CHPD,OPEN CONTAINER,100 E LONGVIEW ST,CHAPEL HILL,NC,27516,2016/06/05 12:55:00+00,2016/06/05 12:55:00+00,2016/06/05 12:55:00+00,MISC OFFICER IN,HIGHWAY/ROAD/STREET  ETC.,N,<Null>,<Null>,<Null>,<Null>,35.919705,-79.059726,46309
-8800929.963,4288452.381,128770,CHPD,OPEN CONTAINER,310 W FRANKLIN ST,CHAPEL HILL,NC,27516,2016/06/05 03:01:00+00,2016/06/05 02:44:00+00,2016/06/05 02:44:00+00,MISC OFFICER IN,HIGHWAY/ROAD/STREET  ETC.,<Null>,<Null>,<Null>,<Null>,<Null>,35.911512,-79.060099,46376
-8800131.468,4288833.933,130880,CHPD,OPEN CONTAINER VIOLATION,179 E FRANKLIN ST,CHAPEL HILL,NC,27514,2016/07/22 13:14:00+00,2016/07/22 13:14:00+00,2016/07/22 13:14:00+00,MISC OFFICER IN,BEHIND BUILDING/ALLEY,N,<Null>,<Null>,<Null>,<Null>,35.914288,-79.052926,47366
-8800694.633,4288563.986,131004,CHPD,OPEN CONTAINER IN THE PASSENGER AREA OF A MOTOR VEHICLE,140 W FRANKLIN ST,CHAPEL HILL,NC,27516,2016/07/25 20:23:00+00,2016/07/25 20:23:00+00,2016/07/25 20:23:00+00,TRAFFIC VIOLATI,PARKING LOT/AREA,<Null>,<Null>,<Null>,<Null>,<Null>,35.912324,-79.057985,47389
-8800929.963,4288452.381,131962,CHPD,OPEN CONTAINER,310 W FRANKLIN ST,CHAPEL HILL,NC,27516,2016/08/15 19:04:00+00,2016/08/15 19:04:00+00,2016/08/15 19:04:00+00,MISC OFFICER IN,HIGHWAY/ROAD/STREET  ETC.,N,<Null>,<Null>,<Null>,<Null>,35.911512,-79.060099,47566
-8800815.972,4295964.938,131055,CHPD,OPEN CONTAINER AT BUS STOP,1800 MARTIN LUTHER KING JR BLVD,CHAPEL HILL,NC,27514,2016/07/26 21:06:00+00,2016/07/26 20:46:00+00,2016/07/26 20:46:00+00,MISC OFFICER IN,AIR/BUS/TRAIN TERMINAL,<Null>,<Null>,<Null>,<Null>,<Null>,35.966152,-79.059075,47791
-8801019.464,4288556.289,133354,CHPD,OPEN CONTAINER OF MALT BEVERAGE,325 W ROSEMARY ST,CHAPEL HILL,NC,27516,2016/09/15 20:40:00+00,2016/09/15 20:00:00+00,2016/09/15 20:25:00+00,MISC OFFICER IN,BEHIND BUILDING/ALLEY,<Null>,<Null>,<Null>,<Null>,<Null>,35.912268,-79.060903,48904
-8797750.121,4288208.145,135306,CHPD,OPEN CONTAINER AFTER CONSUMING,910 RALEIGH RD,CHAPEL HILL,NC,27514,2016/10/27 00:56:00+00,2016/10/27 00:56:00+00,2016/10/27 00:56:00+00,TRAFFIC STOP,HIGHWAY/ROAD/STREET  ETC.,N,<Null>,<Null>,<Null>,<Null>,35.909735,-79.031534,49210
-8796847.988,4291852.462,139661,CHPD,OPEN CONTAINER IN PASSENGER AREA,100 EPHESUS CHURCH RD/FORDHAM BLVD,CHAPEL HILL,NC,27517,2017/02/02 00:20:00+00,2017/02/02 00:20:00+00,2017/02/02 00:20:00+00,TRAFFIC STOP,HIGHWAY/ROAD/STREET  ETC.,N,<Null>,<Null>,<Null>,<Null>,35.936246,-79.02343,51295
-8799670.494,4288137.638,139663,CHPD,OPEN CONTAINER PASS AREA M/V,203 SOUTH RD/STADIUM DR,CHAPEL HILL,NC,27514,2017/02/02 02:01:00+00,2017/02/02 02:00:00+00,2017/02/02 02:01:00+00,TRAFFIC STOP,HIGHWAY/ROAD/STREET  ETC.,N,<Null>,<Null>,<Null>,<Null>,35.909222,-79.048785,51619
-8800456.855,4288677.655,140614,CHPD,OPEN CONTAINER,100 W FRANKLIN ST,CHAPEL HILL,NC,27516,2017/02/20 13:50:00+00,2017/02/20 13:49:00+00,2017/02/20 13:50:00+00,<Null>,HIGHWAY/ROAD/STREET  ETC.,N,<Null>,<Null>,<Null>,<Null>,35.913151,-79.055849,52257
-8800228.427,4288941.556,140541,CHPD,OPEN CONTAINER IN PASSENGER AREA OF VEHICLE,157 E ROSEMARY ST,CHAPEL HILL,NC,27514,2017/02/19 01:54:00+00,2017/02/19 01:54:00+00,2017/02/19 01:54:00+00,DRIVING UNDER I,PARKING LOT/AREA,N,<Null>,<Null>,<Null>,<Null>,35.915071,-79.053797,52495
-8801266.036,4288291.297,140491,CHPD,OPEN CONTAINER OF MALT BEVERAGE,460 W FRANKLIN ST,CHAPEL HILL,NC,27516,2017/02/17 20:27:00+00,2017/02/17 20:27:00+00,2017/02/17 20:27:00+00,MISC OFFICER IN,HIGHWAY/ROAD/STREET  ETC.,<Null>,<Null>,<Null>,<Null>,<Null>,35.91034,-79.063118,52658
-8800253.919,4288767.408,141019,CHPD,OPEN CONTAINER,150 E FRANKLIN ST,CHAPEL HILL,NC,27514,2017/02/28 22:57:00+00,2017/02/28 22:57:00+00,2017/02/28 22:57:00+00,INFO MESSAGE,HIGHWAY/ROAD/STREET  ETC.,N,<Null>,<Null>,<Null>,<Null>,35.913804,-79.054026,52969
-8800903.803,4288465.301,143526,CHPD,OPEN CONTAINER OF MALT BEVERAGE,306 W FRANKLIN ST,CHAPEL HILL,NC,27516,2017/04/27 22:03:00+00,2017/04/27 22:03:00+00,2017/04/27 22:03:00+00,MISC OFFICER IN,BEHIND BUILDING/ALLEY,N,<Null>,<Null>,<Null>,<Null>,35.911606,-79.059864,53087
-8800929.963,4288452.381,144868,CHPD,OPEN CONTAINER OF MALT BEVERAGE,310 W FRANKLIN ST,CHAPEL HILL,NC,27516,2017/05/29 16:45:00+00,2017/05/29 16:45:00+00,2017/05/29 16:45:00+00,MISC OFFICER IN,HIGHWAY/ROAD/STREET  ETC.,<Null>,<Null>,<Null>,<Null>,<Null>,35.911512,-79.060099,54209
-8800786.583,4288520.141,145081,CHPD,OPEN CONTAINER,206 W FRANKLIN ST,CHAPEL HILL,NC,27516,2017/06/04 02:04:00+00,2017/06/04 02:04:00+00,2017/06/04 02:04:00+00,MISC OFFICER IN,HIGHWAY/ROAD/STREET  ETC.,N,<Null>,<Null>,<Null>,<Null>,35.912005,-79.058811,54655
-8797828.379,4290708.077,144419,CHPD,OPEN CONTAINER OF MALT BEVERAGE,300 S ESTES DR,CHAPEL HILL,NC,27514,2017/05/18 18:50:00+00,2017/05/18 18:50:00+00,2017/05/18 18:50:00+00,MISC OFFICER IN,OPEN LAND AREAS,N,<Null>,<Null>,<Null>,<Null>,35.927922,-79.032237,54872
-8800694.633,4288563.986,144995,CHPD,CITY ORDINANCE VIOLATION (OPEN CONTAINER),140 W FRANKLIN ST,CHAPEL HILL,NC,27516,2017/06/02 03:34:00+00,2017/06/02 03:34:00+00,2017/06/02 03:34:00+00,MISC OFFICER IN,BEHIND BUILDING/ALLEY,<Null>,<Null>,<Null>,<Null>,<Null>,35.912324,-79.057985,54884
-8802441.459,4286953.928,147131,CHPD,OPEN CONTAINER VIOLATION,101 SMITH LEVEL RD,CHAPEL HILL,NC,27516,2017/07/25 23:51:00+00,2017/07/25 23:51:00+00,2017/07/25 23:51:00+00,TRAFFIC STOP,HIGHWAY/ROAD/STREET  ETC.,N,<Null>,<Null>,<Null>,<Null>,35.900609,-79.073677,55071
-8799162.766,4289206.564,147284,CHPD,OPEN CONTAINER,619 E FRANKLIN ST,CHAPEL HILL,NC,27514,2017/07/29 19:43:00+00,2017/07/29 19:43:00+00,2017/07/29 19:43:00+00,MVC ENTRAPMENT,HIGHWAY/ROAD/STREET  ETC.,N,<Null>,<Null>,<Null>,<Null>,35.916999,-79.044224,55153
-8800903.803,4288465.301,146115,CHPD,OPEN CONTAINER OF MALT BEVERAGE,306 W FRANKLIN ST,CHAPEL HILL,NC,27516,2017/06/30 22:59:00+00,2017/06/30 22:59:00+00,2017/06/30 22:59:00+00,MISC OFFICER IN,BEHIND BUILDING/ALLEY,N,<Null>,<Null>,<Null>,<Null>,35.911606,-79.059864,55176
-8796913.889,4291334.147,148749,CHPD,OPEN CONTAINER OF MALT BEVERAGE,450 S ELLIOTT RD,CHAPEL HILL,NC,27514,2017/09/02 13:37:00+00,2017/09/02 13:37:00+00,2017/09/02 13:37:00+00,PUBLIC SERVICE,HIGHWAY/ROAD/STREET  ETC.,N,<Null>,<Null>,<Null>,<Null>,35.932476,-79.024022,56389
-8801387.152,4288596.149,147919,CHPD,OPEN CONTAINER,216 N ROBERSON ST,CHAPEL HILL,NC,27516,2017/08/15 00:33:00+00,2017/08/15 00:33:00+00,2017/08/15 00:33:00+00,MISC OFFICER IN,OTHER NON-RESIDENTIAL BUILDING,N,<Null>,<Null>,<Null>,<Null>,35.912558,-79.064206,56596
-8800369.692,4288712.429,148389,CHPD,OPEN CONTAINER OF MALT BEVERAGE,120 E FRANKLIN ST,CHAPEL HILL,NC,27514,2017/08/26 00:48:00+00,2017/08/26 00:48:00+00,2017/08/26 00:48:00+00,MISC OFFICER IN,OPEN LAND AREAS,N,<Null>,<Null>,<Null>,<Null>,35.913404,-79.055066,56974
-8795037.377,4293348.153,149590,CHPD,OPEN CONTAINER IN PASS AREA,FORDHAM BLVD/EASTOWNE DR,CHAPEL HILL,NC,27517,2017/09/24 04:01:00+00,2017/09/24 03:30:00+00,2017/09/24 03:35:00+00,TRAFFIC VIOLATI,HIGHWAY/ROAD/STREET  ETC.,N,<Null>,<Null>,<Null>,<Null>,35.947124,-79.007165,57715
-8801180.988,4288487.567,151417,CHPD,OPEN CONTAINER,342 W ROSEMARY ST,CHAPEL HILL,NC,27516,2017/11/05 17:39:00+00,2017/11/05 16:27:00+00,2017/11/05 16:27:00+00,TRESPASSING/UNW,PARKING LOT/AREA,<Null>,<Null>,<Null>,<Null>,<Null>,35.911768,-79.062354,58061
-8800711.888,4293073.006,152604,CHPD,OPEN CONTAINER,1201 MARTIN LUTHER KING JR BLVD,CHAPEL HILL,NC,27516,2017/12/11 16:14:00+00,2017/12/11 16:14:00+00,2017/12/11 16:14:00+00,DRIVING UNDER I,SERVICE/GAS STATION,N,<Null>,<Null>,<Null>,<Null>,35.945123,-79.05814,58435
-8800903.803,4288465.301,151890,CHPD,OPEN CONTAINER,306 W FRANKLIN ST,CHAPEL HILL,NC,27516,2017/11/19 13:04:00+00,2017/11/19 13:04:00+00,2017/11/19 13:04:00+00,TRESPASSING/UNW,RESTAURANT,<Null>,<Null>,<Null>,<Null>,<Null>,35.911606,-79.059864,58867
-8800456.855,4288677.655,154755,CHPD,OPEN CONTAINER OF MALT BEVERAGE,100 W FRANKLIN ST,CHAPEL HILL,NC,27516,2018/02/15 22:11:00+00,2018/02/15 22:11:00+00,2018/02/15 22:11:00+00,MISC OFFICER IN,HIGHWAY/ROAD/STREET  ETC.,<Null>,<Null>,<Null>,<Null>,<Null>,35.913151,-79.055849,60061
-8798061.148,4290899.854,154764,CHPD,OPEN CONTAINER,1415 E FRANKLIN ST/N ESTES DR,CHAPEL HILL,NC,27514,2018/02/16 01:25:00+00,2018/02/16 01:25:00+00,2018/02/16 01:25:00+00,TRAFFIC STOP,HIGHWAY/ROAD/STREET  ETC.,N,<Null>,<Null>,<Null>,<Null>,35.929317,-79.034328,60437
-8800835.675,4295956.548,155009,CHPD,OPEN CONTAINER,7707 MARTIN LUTHER KING JR BLVD/PERKINS DR,CHAPEL HILL,NC,27516,2018/02/22 19:01:00+00,2018/02/22 18:55:00+00,2018/02/22 19:01:00+00,MISC OFFICER IN,HIGHWAY/ROAD/STREET  ETC.,N,<Null>,<Null>,<Null>,<Null>,35.966091,-79.059252,60860
-8800719.458,4288708.168,157016,CHPD,OPEN CONTAINER,214 W ROSEMARY ST,CHAPEL HILL,NC,27516,2018/04/19 22:39:00+00,2018/04/19 22:39:00+00,2018/04/19 22:39:00+00,MISC OFFICER IN,HIGHWAY/ROAD/STREET  ETC.,N,<Null>,<Null>,<Null>,<Null>,35.913373,-79.058208,61605
-8798052.243,4290921.3,158153,CHPD,OPEN CONTAINER OF MALT BEVERAGE,201 E FRANKLIN ST,CHAPEL HILL,NC,27514,2018/05/18 22:53:00+00,2018/05/18 22:53:00+00,2018/05/18 22:53:00+00,TRAFFIC VIOLATI,SERVICE/GAS STATION,N,<Null>,<Null>,<Null>,<Null>,35.929473,-79.034248,62210
-8800428.134,4288691.812,158713,CHPD,OPEN CONTAINER OF MALT BEVERAGE,105 E FRANKLIN ST,CHAPEL HILL,NC,27514,2018/06/01 22:54:00+00,2018/06/01 22:54:00+00,2018/06/01 22:54:00+00,MISC OFFICER IN,COMMERCIAL/OFFICE BUILDING,<Null>,<Null>,<Null>,<Null>,<Null>,35.913254,-79.055591,62391
-8800661.126,4292944.167,159669,CHPD,POSSESSION OF OPEN CONTAINER,116 ASHLEY FOREST RD,CHAPEL HILL,NC,27514,2018/06/25 21:35:00+00,2018/06/25 21:35:00+00,2018/06/25 21:35:00+00,MISC OFFICER IN,HIGHWAY/ROAD/STREET  ETC.,N,<Null>,<Null>,<Null>,<Null>,35.944186,-79.057684,62536
-8800669.475,4292943.067,159670,CHPD,POSSESSION OF OPEN CONTAINER,110 ASHLEY FOREST RD,CHAPEL HILL,NC,27514,2018/06/25 22:34:00+00,2018/06/25 22:34:00+00,2018/06/25 22:34:00+00,MISC OFFICER IN,HIGHWAY/ROAD/STREET  ETC.,N,<Null>,<Null>,<Null>,<Null>,35.944178,-79.057759,62539
-8801019.464,4288556.289,159115,CHPD,OPEN CONTAINER OF MALT BEVERAGE,325 W ROSEMARY ST,CHAPEL HILL,NC,27516,2018/06/14 01:48:00+00,2018/06/14 01:48:00+00,2018/06/14 01:48:00+00,MISC OFFICER IN,PARKING LOT/AREA,<Null>,<Null>,<Null>,<Null>,<Null>,35.912268,-79.060903,62559
-8799032.077,4290469.015,159908,CHPD,OPEN CONTAINER,4 TM BOLIN CREEK TRAIL/TM ELIZABETH STREET,CHAPEL HILL,NC,27514,2018/07/01 20:42:00+00,2018/07/01 20:30:00+00,2018/07/01 20:42:00+00,UNKNOWN LE,OPEN LAND AREAS,<Null>,<Null>,<Null>,<Null>,<Null>,35.926183,-79.04305,62805
-8800516.522,4288799.983,159077,CHPD,OPEN CONTAINER- LOCAL ORDINANCE,121 N COLUMBIA ST,<Null>,NC,27516,2018/06/12 23:09:00+00,2018/06/12 23:09:00+00,2018/06/12 23:09:00+00,MISC OFFICER IN,HIGHWAY/ROAD/STREET  ETC.,N,<Null>,<Null>,<Null>,<Null>,35.914041,-79.056385,62935
-8800353.662,4288448.945,160637,CHPD,OPEN CONTAINER PASSENGER AREA,128 S COLUMBIA ST/FRATERNITY CT,CHAPEL HILL,NC,27516,2018/07/22 02:25:00+00,2018/07/22 02:24:00+00,2018/07/22 02:25:00+00,TRAFFIC STOP,HIGHWAY/ROAD/STREET  ETC.,N,<Null>,<Null>,<Null>,<Null>,35.911487,-79.054922,63122
-8800209.503,4288796.959,159947,CHPD,OPEN CONTAINER OF MALT BEVERAGE,161 E FRANKLIN ST,CHAPEL HILL,NC,27514,2018/07/02 21:28:00+00,2018/07/02 21:28:00+00,2018/07/02 21:28:00+00,MISC OFFICER IN,HIGHWAY/ROAD/STREET  ETC.,N,<Null>,<Null>,<Null>,<Null>,35.914019,-79.053627,63289
-8801019.464,4288556.289,160068,CHPD,OPEN CONTAINER OF MALT BEVERAGE,325 W ROSEMARY ST,CHAPEL HILL,NC,27516,2018/07/05 23:40:00+00,2018/07/05 23:40:00+00,2018/07/05 23:40:00+00,MISC OFFICER IN,CONVENIENCE STORE,N,<Null>,<Null>,<Null>,<Null>,35.912268,-79.060903,63395
-8800516.188,4288649.203,160352,CHPD,OPEN CONTAINER OF MALT BEVERAGE,110 W FRANKLIN ST,CHAPEL HILL,NC,27516,2018/07/14 00:33:00+00,2018/07/14 00:33:00+00,2018/07/14 00:33:00+00,MISC OFFICER IN,RESTAURANT,<Null>,<Null>,<Null>,<Null>,<Null>,35.912944,-79.056382,63529
-8800516.188,4288649.203,160168,CHPD,OPEN CONTAINER OF MALT BEVERAGE,110 W FRANKLIN ST,CHAPEL HILL,NC,27516,2018/07/09 00:04:00+00,2018/07/08 23:14:00+00,2018/07/09 00:04:00+00,MISC OFFICER IN,HIGHWAY/ROAD/STREET  ETC.,N,<Null>,<Null>,<Null>,<Null>,35.912944,-79.056382,63755
-8800456.855,4288677.655,160285,CHPD,OPEN CONTAINER,100 W FRANKLIN ST,CHAPEL HILL,NC,27516,2018/07/11 21:36:00+00,2018/07/11 21:36:00+00,2018/07/11 21:36:00+00,MISC OFFICER IN,HIGHWAY/ROAD/STREET  ETC.,N,<Null>,<Null>,<Null>,<Null>,35.913151,-79.055849,63830
-8800413.552,4288699.371,161937,CHPD,OPEN CONTAINER OF MALT BEVERAGE,109 E FRANKLIN ST,CHAPEL HILL,NC,27514,2018/08/24 19:41:00+00,2018/08/24 19:41:00+00,2018/08/24 19:41:00+00,MISC OFFICER IN,HIGHWAY/ROAD/STREET  ETC.,<Null>,<Null>,<Null>,<Null>,<Null>,35.913309,-79.05546,64093
